address,area,availabilityDate,baths,beds,brokerName,buildingId,buildingName,canSaveBuilding,detailUrl,has3DModel,hasAdditionalAttributions,hasImage,hasVideo,hdpData/homeInfo/bathrooms,hdpData/homeInfo/bedrooms,hdpData/homeInfo/city,hdpData/homeInfo/country,hdpData/homeInfo/currency,hdpData/homeInfo/datePriceChanged,hdpData/homeInfo/daysOnZillow,hdpData/homeInfo/homeStatus,hdpData/homeInfo/homeStatusForHDP,hdpData/homeInfo/homeType,hdpData/homeInfo/isFeatured,hdpData/homeInfo/isNonOwnerOccupied,hdpData/homeInfo/isPreforeclosureAuction,hdpData/homeInfo/isPremierBuilder,hdpData/homeInfo/isRentalWithBasePrice,hdpData/homeInfo/isShowcaseListing,hdpData/homeInfo/isUnmappable,hdpData/homeInfo/isZillowOwned,hdpData/homeInfo/latitude,hdpData/homeInfo/listing_sub_type/is_FSBA,hdpData/homeInfo/listing_sub_type/is_FSBO,hdpData/homeInfo/listing_sub_type/is_bankOwned,hdpData/homeInfo/listing_sub_type/is_comingSoon,hdpData/homeInfo/listing_sub_type/is_forAuction,hdpData/homeInfo/listing_sub_type/is_foreclosure,hdpData/homeInfo/listing_sub_type/is_newHome,hdpData/homeInfo/listing_sub_type/is_openHouse,hdpData/homeInfo/livingArea,hdpData/homeInfo/longitude,hdpData/homeInfo/lotAreaUnit,hdpData/homeInfo/lotAreaValue,hdpData/homeInfo/newConstructionType,hdpData/homeInfo/openHouse,hdpData/homeInfo/open_house_info/open_house_showing/0/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/0/open_house_start,hdpData/homeInfo/open_house_info/open_house_showing/1/open_house_end,hdpData/homeInfo/open_house_info/open_house_showing/1/open_house_start,hdpData/homeInfo/price,hdpData/homeInfo/priceChange,hdpData/homeInfo/priceForHDP,hdpData/homeInfo/priceReduction,hdpData/homeInfo/rentZestimate,hdpData/homeInfo/shouldHighlight,hdpData/homeInfo/state,hdpData/homeInfo/streetAddress,hdpData/homeInfo/taxAssessedValue,hdpData/homeInfo/timeOnZillow,hdpData/homeInfo/unit,hdpData/homeInfo/videoCount,hdpData/homeInfo/zestimate,hdpData/homeInfo/zipcode,hdpData/homeInfo/zpid,imgSrc,info3String,isBuilding,isFavorite,isFeaturedListing,isHomeRec,isNewYorkState,isShowcaseListing,isUserClaimingOwner,isUserConfirmedClaim,latLong/latitude,latLong/longitude,listingType,lotAreaString,lotId,marketingStatusSimplifiedCd,minArea,minBaths,minBeds,pgapt,plid,price,priceLabel,rawHomeStatusCd,sgapt,shouldShowZestimateAsPrice,statusText,statusType,timeOnZillow,unitCount,variableData/data/isFresh,variableData/data/isRead,variableData/text,variableData/type,visited,zpid
"41 Central Park N #11A, New York, NY 10023",0,,5,6,Listing by: Compass,,,,/homedetails/41-Central-Park-N-11A-New-York-NY-10023/2066223955_zpid/,false,true,true,false,5,6,New York,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.7715,true,,,,,,,,0,-73.9799,,,,,,,,,17900000,,17900000,,33783,false,NY,41 Central Park N #11A,,15881246000,# 11A,,,10023,2066223955,https://photos.zillowstatic.com/fp/5f4a4446433f9457b801120245ecb2c3-p_e.jpg,,,false,false,false,true,false,false,false,40.7715,-73.9799,,,,For Sale by Agent,,,,ForSale,,"$17,900,000",$17.9M,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,15881246000,,,,,,false,2066223955
"465 Saint Johns Pl, Brooklyn, NY 11238",2800,,3,4,Listing by: SERHANT.,,,,/homedetails/465-Saint-Johns-Pl-Brooklyn-NY-11238/30590797_zpid/,false,true,true,false,3,4,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,false,true,false,false,,false,false,false,40.67375,true,,,,,,,,2800,-73.962395,,,,,,,,,2875000,,2875000,,9381,false,NY,465 Saint Johns Pl,1569000,1355493000,,,2851100,11238,30590797,https://photos.zillowstatic.com/fp/9d2368d46b14b5428562d7331179cc12-p_e.jpg,,,false,false,false,true,false,false,false,40.67375,-73.962395,,,,For Sale by Agent,,,,ForSale,,"$2,875,000",$2.88M,ForSale,For Sale (Broker),false,Townhouse for sale,FOR_SALE,1355493000,,,,,,false,30590797
"61-21 255th Street UNIT 976, Little Neck, NY 11362",,,1,2,Listing by: Douglas Elliman Real Estate,,,,/homedetails/61-21-255th-St-976-Little-Neck-NY-11362/341956999_zpid/,false,true,true,false,1,2,Little Neck,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.75751,true,,,,,,,,,-73.723465,,,,,,,,,345000,,345000,,2400,false,NY,61-21 255th Street UNIT 976,,1414753000,# 976,,342400,11362,341956999,https://photos.zillowstatic.com/fp/904ed52b28a988734166916d7867cda4-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.75751,-73.723465,,,,For Sale by Agent,,,,ForSale,,"$345,000",$345K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,1414753000,,,,,,false,341956999
"6633 Avenue M, Brooklyn, NY 11234",,,4,7,Listing by: Keller Williams Realty Landmark II,,,,/homedetails/6633-Avenue-M-Brooklyn-NY-11234/30780265_zpid/,false,true,true,false,4,7,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.623135,true,,,,,,,,,-73.915504,,,,,,,,,1050000,,1050000,,3244,false,NY,6633 Avenue M,1120000,759558000,,,1056600,11234,30780265,https://photos.zillowstatic.com/fp/cc97495dfd711cfeb21bd149c1dedd74-p_e.jpg,,,false,false,false,true,false,false,false,40.623135,-73.915504,,,,For Sale by Agent,,,,ForSale,,"$1,050,000",$1.05M,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,759558000,,,,,,false,30780265
"1032 Rhinelander Avenue, Bronx, NY 10461",2250,,3,7,Listing by: Han Tang Realty Inc.,,,,/homedetails/1032-Rhinelander-Ave-Bronx-NY-10461/29815100_zpid/,false,true,true,false,3,7,Bronx,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.850418,true,,,,,,,,2250,-73.8564,sqft,2252,,,,,,,859000,,859000,,,false,NY,1032 Rhinelander Avenue,671000,1030357000,,,,10461,29815100,https://photos.zillowstatic.com/fp/74d6f289621d4781405863d2c00ecda5-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.850418,-73.8564,,,,For Sale by Agent,,,,ForSale,,"$859,000",$859K,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,1030357000,,,,,,false,29815100
"3311 Giles Pl, Bronx, NY",,,,,,40.878925--73.89879,,false,/b/3311-giles-pl-bronx-ny-2Z4J/,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/8406c50b8c7700319d0f061f1be506c3-p_e.jpg,,true,false,false,false,,false,,,40.878925,-73.89879,,,67340,,450,1,0,,1703314,"From $145,000",,,,,For Rent,FOR_SALE,2060000,3,,,,,,
"104-56 91st Avenue, Richmond Hill, NY 11418",1248,,2,3,Listing by: EXP Realty,,,,/homedetails/104-56-91st-Ave-Richmond-Hill-NY-11418/32119136_zpid/,false,true,true,false,2,3,Richmond Hill,USA,USD,1.70747E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.692642,true,,,,,,,,1248,-73.84,sqft,2000,,,,,,,674000,-24000,674000,"$24,000 (Feb 9)",3800,false,NY,104-56 91st Avenue,631000,9256216000,,,643800,11418,32119136,https://photos.zillowstatic.com/fp/b2bf03443e14c7f9f52b7903eae4ddb7-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.692642,-73.84,,,,For Sale by Agent,,,,ForSale,,"$674,000",$674K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,9256216000,,,,"$24,000 (Feb 9)",PRICE_REDUCTION,false,32119136
"30 Bayview Ave, Staten Island, NY 10309",1980,,4,4,Listing by: Berkshire Hathaway HomeService,,,,/homedetails/30-Bayview-Ave-Staten-Island-NY-10309/64713235_zpid/,false,true,true,false,4,4,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.524693,true,,,,,,,,1980,-74.20555,sqft,4399,,,,,,,999000,,999000,,3499,false,NY,30 Bayview Ave,834000,1714255000,,,965600,10309,64713235,https://photos.zillowstatic.com/fp/068014ec6e0afa630e80936efb5e2b2a-p_e.jpg,,,false,false,false,true,false,false,false,40.524693,-74.20555,,,,For Sale by Agent,,,,ForSale,,"$999,000",$999K,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,1714255000,,,,,,false,64713235
"842 Carroll St, Brooklyn, NY 11215",7700,,9,12,Listing by: CORE,,,,/homedetails/842-Carroll-St-Brooklyn-NY-11215/30587047_zpid/,false,true,true,false,9,12,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,TOWNHOUSE,false,true,false,false,,false,false,false,40.67182,true,,,,,,,,7700,-73.973305,,,,,,,,,15995000,,15995000,,21387,false,NY,842 Carroll St,5590000,3007701000,,,16031900,11215,30587047,https://photos.zillowstatic.com/fp/6ee8fc9ba5039b2f21bed17f33262ee8-p_e.jpg,,,false,false,false,true,false,false,false,40.67182,-73.973305,,,,For Sale by Agent,,,,ForSale,,"$15,995,000",$16.0M,ForSale,For Sale (Broker),false,Townhouse for sale,FOR_SALE,3007701000,,,,,,false,30587047
"452A Medina St, Staten Island, NY 10306",1900,,2,4,Listing by: Red Door Realty Group,,,,/homedetails/452A-Medina-St-Staten-Island-NY-10306/68322141_zpid/,false,true,true,false,2,4,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.56005,true,,,,,,,,1900,-74.11897,sqft,3113,,,,,,,825000,,825000,,2166,false,NY,452A Medina St,888000,1098682000,,,824300,10306,68322141,https://photos.zillowstatic.com/fp/4af195abd49f16aafafa43a4f6b4500d-p_e.jpg,,,false,false,false,true,false,false,false,40.56005,-74.11897,,,,For Sale by Agent,,,,ForSale,,"$825,000",$825K,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,1098682000,,,,,,false,68322141
"269 87th St, New York, NY",,,,,,40.7895--73.9765,West End and Eighty Seven,false,/b/west-end-and-eighty-seven-new-york-ny-C3f8hX/,true,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/4df608bc4cae421a4267653061968f88-p_e.jpg,,true,false,false,false,,false,,,40.7895,-73.9765,,,2551822908,,1406,3,2,,1702559,"From $1,300,000",,,,,West End and Eighty Seven,FOR_SALE,585619000,5,,,3D Tour,3D_HOME,,
"442 E 43rd St, Brooklyn, NY 11203",1216,,2,2,Listing by: Berkshire Hathaway HomeServices Fillmore Real Estate,,,,/homedetails/442-E-43rd-St-Brooklyn-NY-11203/30661080_zpid/,false,true,true,false,2,2,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.644753,true,,,,,,,,1216,-73.93672,,,,,,,,,484900,,484900,,3200,false,NY,442 E 43rd St,746000,1097785000,,,,11203,30661080,https://photos.zillowstatic.com/fp/5a86a30703f203a67aceeb2302ca3fa5-p_e.jpg,,,false,false,false,true,false,false,false,40.644753,-73.93672,,,,For Sale by Agent,,,,ForSale,,"$484,900",$485K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,1097785000,,,,,,false,30661080
"1040 Carroll St, Brooklyn, NY",,,,,,40.667255--73.95664,,false,/b/1040-carroll-st-brooklyn-ny-3S87/,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/3bed9f5a5e44c7aed7b9d8c352f140d2-p_e.jpg,,true,false,false,false,,false,,,40.667255,-73.95664,,,170770,,,1,0,,1673376,"From $291,000",,,,,For Rent,FOR_SALE,15881212000,2,,,,,,
"36 W 138th St APT 51, New York, NY 10037",0,,1,3,Listing by: Compass,,,,/homedetails/36-W-138th-St-APT-51-New-York-NY-10037/2054869277_zpid/,false,true,true,false,1,3,New York,USA,USD,1.70185E+12,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.81515,true,,,,,,,true,0,-73.93798,,,,Sun. 2-3pm,1.71071E+12,1.71071E+12,,,319000,-31000,319000,,3105,false,NY,36 W 138th St APT 51,,12614294000,Apt 51,,308400,10037,2054869277,https://photos.zillowstatic.com/fp/d34882ee816ad948a70c40255ef88788-p_e.jpg,,,false,false,false,true,false,false,false,40.81515,-73.93798,,,,For Sale by Agent,,,,ForSale,,"$319,000",$319K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,12614294000,,,,Open: Sun. 2-3pm,OPEN_HOUSE,false,2054869277
"58-28 218 Street, Bayside, NY 11364",,,4,5,Listing by: NYC Modern Realty Inc,,,,/homedetails/58-28-218th-St-Oakland-Gardens-NY-11364/2058366002_zpid/,false,true,true,false,4,5,Oakland Gardens,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.749092,,,,,,,true,,,-73.76044,sqft,4000,BUILDER_SPEC,,,,,,1850000,,1850000,,4811,false,NY,58-28 218 Street,,14490652000,,,1819400,11364,2058366002,https://photos.zillowstatic.com/fp/20fbf26e2ecbb2fa5e90fe68caac9ac9-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.749092,-73.76044,NEW_CONSTRUCTION,,,New Construction,,,,ForSale,,"$1,850,000",$1.85M,ForSale,New Construction,false,New construction,FOR_SALE,14490652000,,,,,,false,2058366002
"206 Robinson Ave, Staten Island, NY 10312",1230,,2,3,Listing by: RE/MAX Elite,,,,/homedetails/206-Robinson-Ave-Staten-Island-NY-10312/32348503_zpid/,true,true,true,false,2,3,Staten Island,USA,USD,1.70988E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.538982,true,,,,,,,,1230,-74.15338,sqft,2500,,,,,,,670000,50000,670000,,2999,false,NY,206 Robinson Ave,703000,425987000,,,682100,10312,32348503,https://photos.zillowstatic.com/fp/84c3f3891aa8a47fde849004a7347876-p_e.jpg,,,false,false,false,true,false,false,false,40.538982,-74.15338,,,,For Sale by Agent,,,,ForSale,,"$670,000",$670K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,425987000,,,,3D Tour,3D_HOME,false,32348503
"8848 69th Rd, Flushing, NY 11375",2367,,2,3,Listing by: Crifasi Real Estate,,,,/homedetails/8848-69th-Rd-Flushing-NY-11375/32020029_zpid/,false,true,true,false,2,3,Flushing,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.710503,true,,,,,,,,2367,-73.8545,,,,,,,,,848000,,848000,,3599,false,NY,8848 69th Rd,792000,1372673000,,,854100,11375,32020029,https://photos.zillowstatic.com/fp/12dec6f47755c917eb86d20ac3b3255a-p_e.jpg,,,false,false,false,true,false,false,false,40.710503,-73.8545,,,,For Sale by Agent,,,,ForSale,,"$848,000",$848K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,1372673000,,,,,,false,32020029
"31 Norden St, Staten Island, NY 10304",1780,,3,4,"Listing by: Neuhaus Realty, Inc.",,,,/homedetails/31-Norden-St-Staten-Island-NY-10304/32294600_zpid/,false,true,true,false,3,4,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.59413,true,,,,,,,true,1780,-74.10125,sqft,4000,,Wed. 5-7pm,1.71038E+12,1.71037E+12,,,880000,,880000,,2250,false,NY,31 Norden St,930000,169389000,,,879200,10304,32294600,https://photos.zillowstatic.com/fp/aee9bdbfc10ffa488aada2aca8c0debe-p_e.jpg,,,false,false,false,true,false,false,false,40.59413,-74.10125,,,,For Sale by Agent,,,,ForSale,,"$880,000",$880K,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,169389000,,,,Open: Wed. 5-7pm,OPEN_HOUSE,false,32294600
"1454 159th St, Flushing, NY 11357",4000,,5,5,Listing by: Prime Realty,,,,/homedetails/1454-159th-St-Flushing-NY-11357/32028739_zpid/,false,true,true,false,5,5,Flushing,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.7876,true,,,,,,,,4000,-73.8035,,,,,,,,,2380000,,2380000,,5690,false,NY,1454 159th St,2103000,710421000,,,2341900,11357,32028739,https://photos.zillowstatic.com/fp/90031508e6032161ed91a8d30464d05d-p_e.jpg,,,false,false,false,true,false,false,false,40.7876,-73.8035,,,,For Sale by Agent,,,,ForSale,,"$2,380,000",$2.38M,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,710421000,,,,,,false,32028739
"67-03 Burns Street UNIT 3, Flushing, NY 11375",,,3,3,Listing by: Real Broker NY LLC,,,,/homedetails/67-03-Burns-St-3-Forest-Hills-NY-11375/344397881_zpid/,false,true,true,false,3,3,Forest Hills,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.72313,true,,,,,,,true,,-73.85601,sqft,1600,,Sun. 2-4pm,1.71072E+12,1.71071E+12,,,949000,,949000,,,false,NY,67-03 Burns Street UNIT 3,,148660000,# 3,,,11375,344397881,https://photos.zillowstatic.com/fp/c80a68da1164d0f05c0ab68153d72c85-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.72313,-73.85601,,,,For Sale by Agent,,,,ForSale,,"$949,000",$949K,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,148660000,,,,Open: Sun. 2-4pm,OPEN_HOUSE,false,344397881
"323 Getz Ave, Staten Island, NY 10312",2115,,2,3,Listing by: Schmidt Realty Inc.,,,,/homedetails/323-Getz-Ave-Staten-Island-NY-10312/32354889_zpid/,false,true,true,false,2,3,Staten Island,USA,USD,1.69632E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.55151,true,,,,,,,,2115,-74.164665,sqft,3000,,,,,,,669000,-15000,669000,,2999,false,NY,323 Getz Ave,730000,17184633000,,,636400,10312,32354889,https://photos.zillowstatic.com/fp/ff89933405f94bf9063241c54c7e90a6-p_e.jpg,,,false,false,false,true,false,false,false,40.55151,-74.164665,,,,For Sale by Agent,,,,ForSale,,"$669,000",$669K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,17184633000,,,,,,false,32354889
"2630 Kingsbridge Ter, Bronx, NY",,,,,,40.869534--73.90602,Kingsbridge Terrace,false,/b/2630-kingsbridge-ter-bronx-ny-5Yvz77/,false,false,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://photos.zillowstatic.com/fp/f7364c785d24cfc6f800693677ae8c4f-p_e.jpg,,true,false,false,false,,false,,,40.869534,-73.90602,,,1008367428,,700,1,1,,,"From $160,000",,,,,Kingsbridge Terrace,FOR_SALE,6526747000,3,,,,,,
"24 King James Ct, Staten Island, NY 10308",1600,,3,3,Listing by: DiTommaso Real Estate,,,,/homedetails/24-King-James-Ct-Staten-Island-NY-10308/32346034_zpid/,false,true,true,false,3,3,Staten Island,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.548584,true,,,,,,,,1600,-74.1422,sqft,3094,,,,,,,629000,,629000,,2999,false,NY,24 King James Ct,742000,3518072000,,,606600,10308,32346034,https://photos.zillowstatic.com/fp/729cdf25fc02f22e8d1b79ac872eaf4f-p_e.jpg,,,false,false,false,true,false,false,false,40.548584,-74.1422,,,,For Sale by Agent,,,,ForSale,,"$629,000",$629K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,3518072000,,,,,,false,32346034
"15501 90th Ave APT 5U, Jamaica, NY 11432",0,,1,1,"Listing by: ERA Top Service Realty, Inc.",,,,/homedetails/15501-90th-Ave-APT-5U-Jamaica-NY-11432/245448002_zpid/,false,true,true,false,1,1,Jamaica,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.70484,true,,,,,,,,0,-73.80222,,,,,,,,,167500,,167500,,2021,false,NY,15501 90th Ave APT 5U,7773000,583506000,Apt 5U,,,11432,245448002,https://photos.zillowstatic.com/fp/0cf4766bb5fa50924a8d3d7c6ef1d339-p_e.jpg,,,false,false,false,true,false,false,false,40.70484,-73.80222,,,,For Sale by Agent,,,,ForSale,,"$167,500",$168K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,583506000,,,,,,false,245448002
"37-19 Rockaway Beach Boulevard, Far Rockaway, NY 11691",,,,,Listing by: Family Homes Realty Group,,,,/homedetails/37-19-Rockaway-Beach-Blvd-Far-Rockaway-NY-11691/2053348982_zpid/,false,true,true,false,,,Far Rockaway,USA,USD,1.70712E+12,-1,FOR_SALE,FOR_SALE,LOT,false,true,false,false,,false,false,false,40.594574,true,,,,,,,,,-73.77136,sqft,2681,,,,,,,2300,300,2300,,,false,NY,37-19 Rockaway Beach Boulevard,,5419615000,,,,11691,2053348982,https://photos.zillowstatic.com/fp/1cae51055785848aa73785571c9e27fa-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.594574,-73.77136,,"2,681 sqft",,For Sale by Agent,,,,ForSale,,"$2,300",$2.3K,ForSale,For Sale (Broker),false,Lot / Land for sale,FOR_SALE,5419615000,,,,,,false,2053348982
"50-43 213th Street, Bayside, NY 11364",,,2,4,Listing by: Keller Williams Points North,,,,/homedetails/5043-213th-St-Bayside-Hills-NY-11364/32083576_zpid/,true,true,true,false,2,4,Bayside Hills,USA,USD,1.70634E+12,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.752438,true,,,,,,,,,-73.7664,sqft,5000,,,,,,,1388000,-100000,1388000,"$100,000 (Jan 27)",3900,false,NY,50-43 213th Street,1042000,7318273000,,,,11364,32083576,https://photos.zillowstatic.com/fp/469d968da2cb71f4b788c4f5869238e5-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.752438,-73.7664,,,,For Sale by Agent,,,,ForSale,,"$1,388,000",$1.39M,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,7318273000,,,,3D Tour,3D_HOME,false,32083576
"1257 De Kalb Ave #4, Brooklyn, NY 11221",1463,,3,3,Listing by: Compass,,,,/homedetails/1257-De-Kalb-Ave-4-Brooklyn-NY-11221/342513669_zpid/,false,true,true,false,3,3,Brooklyn,USA,USD,,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.69673,true,,,,,,,true,1463,-73.926994,,,,Wed. 5-6pm,1.71038E+12,1.71037E+12,1.71071E+12,1.71071E+12,1185000,,1185000,,4749,false,NY,1257 De Kalb Ave #4,,1188429000,# 4,,1180800,11221,342513669,https://photos.zillowstatic.com/fp/87d09a0bac05ed747844e57b3b1339f9-p_e.jpg,,,false,false,false,true,false,false,false,40.69673,-73.926994,,,,For Sale by Agent,,,,ForSale,,"$1,185,000",$1.19M,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,1188429000,,,,Open: Wed. 5-6pm,OPEN_HOUSE,false,342513669
"2124 Himrod St, Flushing, NY 11385",2480,,3,5,Listing by: Remax Edge,,,,/homedetails/2124-Himrod-St-Flushing-NY-11385/32006906_zpid/,false,true,true,false,3,5,Flushing,USA,USD,,-1,FOR_SALE,FOR_SALE,MULTI_FAMILY,false,true,false,false,,false,false,false,40.711105,true,,,,,,,,2480,-73.90844,,,,,,,,,1199000,,1199000,,2958,false,NY,2124 Himrod St,1059000,489156000,,,1188700,11385,32006906,https://photos.zillowstatic.com/fp/a2b94ae23981bdd4d4a62a289c66d34f-p_e.jpg,,,false,false,false,true,false,false,false,40.711105,-73.90844,,,,For Sale by Agent,,,,ForSale,,"$1,199,000",$1.20M,ForSale,For Sale (Broker),false,Multi-family home for sale,FOR_SALE,489156000,,,,,,false,32006906
"724 E 216th Street UNIT 5C, Bronx, NY 10467",800,,1,1,Listing by: YourHomeSold Guaranteed Realty,,,,/homedetails/724-E-216th-St-APT-5C-Bronx-NY-10467/244454627_zpid/,false,true,true,false,1,1,Bronx,USA,USD,1.68128E+12,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.880783,true,,,,,,,,800,-73.86301,,,,,,,,,90000,-9900,90000,,,false,NY,724 E 216th Street UNIT 5C,819000,32047815000,Apt 5C,,,10467,244454627,https://photos.zillowstatic.com/fp/42089b7daed34556a47d3d640b268b91-p_e.jpg,https://photos.zillowstatic.com/fp/4e66a55bd37a412d002fb678e0dbded9-zillow_web_48_23.jpg,,false,false,false,true,false,false,false,40.880783,-73.86301,,,,For Sale by Agent,,,,ForSale,,"$90,000",$90K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,32047815000,,,,,,false,244454627
"17 Pennsylvania Ave #1B, Brooklyn, NY 11207",0,,1,3,Listing by: RC Realty Group of New York Inc,,,,/homedetails/17-Pennsylvania-Ave-1B-Brooklyn-NY-11207/2067545208_zpid/,false,true,true,false,1,3,Brooklyn,USA,USD,1.69148E+12,-1,FOR_SALE,FOR_SALE,CONDO,false,true,false,false,,false,false,false,40.67781,true,,,,,,,,0,-73.89701,,,,,,,,,259999,10999,259999,,2949,false,NY,17 Pennsylvania Ave #1B,,15881285000,# 1B,,,11207,2067545208,https://photos.zillowstatic.com/fp/1da501f27e8d875d2a482552136dfef4-p_e.jpg,,,false,false,false,true,false,false,false,40.67781,-73.89701,,,,For Sale by Agent,,,,ForSale,,"$259,999",$260K,ForSale,For Sale (Broker),false,Condo for sale,FOR_SALE,15881285000,,,,,,false,2067545208
"3415 Jordan St, Flushing, NY 11358",1290,,3,3,Listing by: E Realty International Corp,,,,/homedetails/3415-Jordan-St-Flushing-NY-11358/32059751_zpid/,false,true,true,false,3,3,Flushing,USA,USD,,-1,FOR_SALE,FOR_SALE,SINGLE_FAMILY,false,true,false,false,,false,false,false,40.766026,true,,,,,,,,1290,-73.78812,,,,,,,,,988000,,988000,,3923,false,NY,3415 Jordan St,822000,1149898000,,,993400,11358,32059751,https://photos.zillowstatic.com/fp/edb0aaf72155f701d99b76e2968bf58b-p_e.jpg,,,false,false,false,true,false,false,false,40.766026,-73.78812,,,,For Sale by Agent,,,,ForSale,,"$988,000",$988K,ForSale,For Sale (Broker),false,House for sale,FOR_SALE,1149898000,,,,,,false,32059751
